#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2014-09-19T20:24:53 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ541c906b317d	
#INFO	-out.max=unlimited	
#INFO	queryParameters=12	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:VII/118&tab:{VII/118/ngc2000}&key:source=VII/118/ngc2000&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/118/ngc2000
#-order=I
#-out=Name
#

#RESOURCE=yCat_7118
#Name: VII/118
#Title: NGC 2000.0 (Sky Publishing, ed. Sinnott 1988)
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_118_ngc2000:
#Name: VII/118/ngc2000
#Title: The NGC 2000.0 Catalogue
#Column	_RAJ2000	(F6.2)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F6.2)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(A5)	NGC or IC designation (preceded by I)	[ucd=meta.id;meta.main]
_RAJ2000;_DEJ2000;Name
265.8756;-69.7834; 6392
265.8756;+67.5834; 6463
265.9004;+25.4834; 6427
265.9255;+56.7834; 6449
265.9754;+25.5334; 6428
265.9756;+67.6167; 6477
266.0004;+25.3500; 6429
266.0004;+36.7667; 6433
266.0256;+67.5667; 6470
266.0256;+67.5667; 6471
266.0506;+67.6000; 6472
266.0754;+25.5000; 6431
266.0755;+53.5334; 6448
266.1004;-35.0167; 6415
266.1004;-32.3500; 6416
266.1504;+18.1500; 6430
266.1505;+48.0834; 6443
266.1755;+61.8834; 6462
266.2254; +3.0000; 6426
266.2255;+55.7000; 6454
266.2505;-60.7334; 6407
266.3755;-44.9000;I4663
266.4005;-46.1000;I1266
266.4504;-33.7000; 6421
266.4505;+60.8834; 6464
266.4505;+55.7667;I4666
266.4755;+55.7500; 6459
266.5254;+35.5500; 6446
266.5754;+35.5500; 6447
266.5754; +5.7167;I4665
266.5755;+55.8834;I4667
266.7254;-31.5333; 6425
266.7254;+20.7500; 6442
266.7255;+57.3334; 6474
266.7255;+57.4000;I4668
266.7505;+57.3334; 6473
266.7755;-64.6334;I4662
266.8005;+61.4334;I4669
266.8504;-24.8833; 6432
266.8754;+18.5833; 6450
266.9505;+62.2167;I1270
267.0004;+20.8500; 6452
267.0505;+51.4334; 6466
267.0754;-16.4833; 6439
267.0755;+54.1667; 6479
267.1505;+51.1500; 6478
267.2254;-20.3667; 6440
267.2505;-63.2500;I4664
267.2754;-35.4333; 6437
267.3004;-20.0167; 6445
267.3004;+20.8167; 6458
267.3255;+62.2334; 6488
267.3506;+70.1500; 6503
267.3754;-34.8167; 6444
267.4004;+20.7667; 6460
267.4756;+72.0334; 6508
267.5005;+60.1000; 6489
267.5255;+61.5334; 6491
267.5504;-37.0500; 6441
267.6005;+61.5500; 6493
267.6754;-30.2167; 6451
267.6754;+17.5333; 6467
267.6754;+17.5333; 6468
267.6754;+17.2167;I1268
267.7254;-34.6000; 6453
267.7505;+59.4834; 6498
267.7507;-74.0334;I4661
267.8005;+59.5000; 6497
267.8255;+65.5500; 6505
267.9254;+24.5000; 6484
267.9504;+23.0667; 6482
267.9504;+31.4667; 6485
268.0004;-35.3833; 6455
268.0254;+21.5667;I1269
268.1504;+29.8334; 6486
268.1754;+29.8500; 6487
268.2004; +4.1667; 6481
268.2254;-25.4000; 6465
268.2254;-22.3500; 6469
268.4504;-29.1333; 6476
268.4754;-34.8167; 6475
268.5005;+60.8000; 6510
268.5506;+73.4167; 6538
268.6254;+18.3833; 6490
268.6504;-30.4333; 6480
268.6755;+60.8000; 6511
268.7004;+18.3333; 6495
268.7005;+62.6500; 6512
268.7754;-21.8000;I4670
268.7754;-10.2833;I4671
268.8005;+62.6667; 6516
268.8254;+18.3833; 6499
268.9505;+62.6167; 6521
269.0004;+18.3333; 6500
269.0004;+33.2000; 6504
269.0005;+64.3167; 6534
269.0254;+18.3667; 6501
269.2004;-19.0167; 6494
269.3255;+64.9334; 6536
269.3505;+50.7334; 6515
269.5756;+66.6334;I4677
269.6506;+66.6334; 6543
269.7505;-44.2667; 6496
269.7755;+56.2167; 6532
269.8005;+45.9167; 6524
269.8504; +6.2833; 6509
269.8755;-63.6667; 6483
269.8754;+24.9000; 6513
269.9004;-17.4000; 6507
269.9254;+28.8667; 6518
269.9255;+61.3667; 6542
269.9504;-24.6500; 6506
270.0256;+66.6000; 6552
270.4504; -8.9667; 6517
270.4504;+19.7333; 6527
270.5254;+11.0500; 6525
270.5754;-23.0333; 6514
270.6005;-62.8333;I4672
270.6504;-23.5833; 6526
270.7006;-66.4167; 6492
270.7004;+11.8167;I4676
270.8004; -9.2500;I4675
270.8254;-27.1000;I4673
270.8504;-29.8000; 6519
270.8504;-27.9000; 6520
270.9004;-30.0333; 6522
270.9504;-24.3833; 6523
270.9504; -0.3000; 6535
271.0505;-65.4167; 6502
271.1504;-22.5000; 6531
271.2004;-30.0500; 6528
271.2004;-24.3333; 6530
271.2004; -7.5833; 6539
271.2255;+56.2500; 6562
271.2254;+25.0833;I1272
271.2504;+25.1167;I1273
271.2754;-24.8833; 6533
271.2754;+25.2167; 6547
271.3004;-19.8500; 6537
271.3255;+46.8667; 6560
271.3754;-36.3000; 6529
271.3754;-24.4500;I1271
271.4504;+18.5333; 6549
271.5004;+18.5833; 6548
271.5004;+18.5833; 6550
271.5754;-27.8167; 6540
271.7505;+52.2667; 6566
271.8004;-23.3333; 6546
271.8254;-25.0000; 6544
271.9504;+17.6000; 6555
272.0005;-43.7000; 6541
272.0004;-23.8667;I4678
272.0254;+11.7000;I4688
272.0505;-62.4000;I4674
272.0754;-23.4000;I4681
272.1754;-26.2333;I4683
272.1754;+11.8333;I4691
272.2006;+69.0667; 6598
272.2504;-29.5500; 6551
272.2754;-18.4333; 6554
272.2754;+17.4000; 6564
272.2754;-23.4167;I4684
272.3004;+17.3333;I4693
272.3254;-25.9000; 6553
272.3254;-23.9833;I4685
272.3754;-23.7333;I1274
272.4755;+61.4167; 6592
272.5004;-27.5167; 6556
272.5004;-24.1000; 6559
272.5004;-23.8333;I1275
272.5505;+61.1167; 6594
272.5504;+31.0000;I1277
272.5754;-31.7667; 6558
272.6254;-16.8000; 6561
272.6254;+31.1500;I1278
272.6254;-19.8167;I4690
272.6754; -7.2000;I1276
272.7004;+31.0833; 6575
272.7254;+21.2333; 6571
272.7505;+49.8834; 6582
272.7754;+14.1000; 6570
272.7754;+36.0333;I1279
272.8255;+61.1667; 6597
272.8505;-56.2500;I4679
272.9004;+36.0167;I1281
272.9504;+21.4167; 6576
272.9754;-28.1833; 6565
272.9754;+14.9833; 6574
272.9755;+61.4334; 6601
273.0004;-33.8667; 6563
273.0254; +6.8500; 6572
273.0254;+21.4667; 6577
273.0504;+25.6667;I1280
273.0755;-63.7667; 6545
273.0754;+21.4333; 6579
273.0755;+61.3167; 6607
273.1004;+21.4333; 6580
273.1004;+39.6167; 6585
273.1254;+25.4333;I4697
273.1504;+25.4167; 6581
273.1505;+61.3167; 6608
273.1505;+61.3167; 6609
273.2004;-21.6000; 6568
273.2256;+68.3667; 6621
273.2506;+68.3334; 6622
273.3755;-64.4833;I4680
273.4004;-31.8333; 6569
273.4005;-57.7333;I4686
273.4254;-19.0833; 6567
273.4254;+21.0833; 6586
273.4255;-57.7333;I4687
273.4255;-57.7500;I4689
273.4255;+61.1500;I4708
273.4504;-22.1667; 6573
273.4754;+18.8333; 6587
273.5004;+21.0333; 6591
273.5255;+61.3167; 6617
273.5254;+21.1000;I1282
273.5504;+22.2833; 6593
273.6755;+43.2667; 6606
273.7005;-58.7000;I4692
273.8505;-58.2167;I4694
273.9004;+24.9333; 6599
273.9254;+25.0333; 6600
273.9504;-22.1333; 6583
274.0254;+25.1000;I1285
274.0504;+36.0833; 6612
274.0505;+55.5667;I1286
274.0754;-20.4500; 6578
274.1006;-71.5833;I4682
274.1254;-16.7333;I4701
274.1504;+25.0333; 6602
274.2254;-19.7667; 6589
274.2504;-19.8833; 6590
274.2504;-19.8833; 6595
274.2754;-14.9667; 6605
274.2754;-19.8667;I4700
274.3004;+15.0000; 6610
274.3254;-19.7333;I1283
274.3505;-58.9167;I4695
274.3754;-16.6667; 6596
274.4254;-19.6667;I1284
274.4504;+22.2500; 6616
274.5254;-12.2333; 6604
274.6004;-18.4167; 6603
274.6255;-45.9833;I4699
274.6505;-52.2167; 6584
274.6504;+13.2667; 6615
274.7004;-13.7833; 6611
274.7004;+23.6667; 6619
274.7254;-13.7833;I4703
274.8754;+23.7167; 6623
274.9004;-16.0167;I4706
274.9507;+74.5667; 6643
274.9754;-17.1333; 6613
275.0254;-16.0167;I4707
275.0755;-64.7333;I4696
275.2004;-16.1833; 6618
275.2505;-63.3667;I4698
275.3507;-76.5667; 6557
275.3755;-63.8000; 6588
275.5006;+66.6333; 6636
275.5504;+23.4833; 6628
275.6754;+15.7000; 6627
275.7254;-26.8167; 6620
275.7755;-59.2333;I4702
275.8004;-12.0500; 6625
275.9254;-30.3667; 6624
276.0256;+73.1833; 6654
276.0756;+71.6000; 6651
276.0755;-56.2000;I4709
276.1254;-24.8667; 6626
276.2504;+27.5333; 6632
276.3005;-63.2333; 6614
276.3506;+68.0000; 6650
276.4005;+64.9833; 6648
276.4254;-23.2000; 6629
276.5015;-85.4167; 6438
276.5504;-18.4333;I4715
276.6255;+64.9667;I4733
276.8004;-12.0333; 6631
276.9004;+14.8167; 6635
276.9254; +6.5667; 6633
276.9756;-71.6167;I4704
277.0254;+34.3000; 6640
277.0255;-64.9500;I4711
277.0506;-71.7000;I4705
277.1756;-66.9833;I4710
277.2004;+22.9000; 6641
277.3504;+39.7167;I1288
277.4004;+39.8667; 6646
277.4504;+40.0000;I1289
277.4754;-33.4167; 6634
277.5006;-67.2167;I4713
277.5254;-13.2000; 6639
277.6756;+67.9833; 6667
277.7254;-25.5000; 6638
277.7256;-66.6500;I4714
277.7756;-71.7000;I4712
277.8254;-10.8333;I1287
277.8504;-32.3500; 6637
277.8754;-17.3500; 6647
277.9004;-19.2500;I4725
277.9754;-23.4833; 6642
278.1256;+67.8333;I4762
278.1505;-63.2833; 6630
278.1504;-25.1333; 6644
278.1504;-16.9000; 6645
278.1755;-56.9667;I4716
278.2504;+34.0333; 6657
278.3006;+66.9500; 6676
278.3006;+67.8500; 6678
278.3005;-56.7333;I4719
278.3256;+67.1333; 6668
278.3255;-57.9667;I4717
278.3754;-10.4000; 6649
278.3754;+40.0500; 6663
278.3755;+59.8833; 6670
278.3755;-58.4000;I4720
278.3756;+67.1333;I4763
278.4006;+67.1333; 6677
278.4006;+67.1333; 6679
278.4505;+42.8000; 6672
278.4505;-60.1333;I4718
278.4754;+22.8833; 6658
278.4754;+23.5667; 6659
278.4755;+49.2667;I1291
278.4754;-22.6500;I4732
278.5004;+32.0500; 6662
278.6254;+30.7000; 6665
278.6255;-58.5000;I4721
278.6255;-57.8000;I4722
278.6504;+22.9167; 6660
278.6504;+22.9167; 6661
278.7004; -5.9833; 6655
278.7006;+70.5333; 6690
278.7256;+70.5333; 6689
278.8254;+33.5833; 6666
278.9504;-32.9833; 6652
278.9505;-63.3667;I4723
279.1004;-23.9000; 6656
279.1754; -8.2167; 6664
279.2255;-62.8500;I4726
279.3005;+59.6167; 6687
279.3504;+26.4000; 6671
279.3504;+40.0667; 6675
279.4755;-62.7000;I4727
279.4755;-62.5333;I4728
279.5004;+22.0667; 6669
279.6005;-57.4833;I4734
279.6254;-24.1167;I1290
279.6504;+25.3833; 6674
279.6506;-70.1167;I4724
279.6505;-57.9000;I4736
279.6755;-62.9500;I4731
279.7005;-63.3500;I4730
279.7504; +5.4500;I4756
279.8255;+55.6333; 6691
279.9255;-62.9500;I4735
279.9504;+22.3000; 6680
279.9754;+39.9833; 6685
279.9755;-62.6000;I4737
279.9754;+40.0000;I4772
280.0005;+59.3167; 6696
280.0006;-67.4333;I4729
280.0254;+40.1333; 6686
280.1005;-61.9000;I4738
280.1754;+36.2667; 6688
280.2005;-61.9000;I4739
280.3255;-61.7667;I4743
280.4004; -4.7667; 6682
280.4004;+36.9167; 6693
280.4005;-63.9500;I4741
280.4254;+34.8167; 6692
280.4255;+56.3167;I1293
280.4505;-63.2333;I4744
280.4504; -5.5167;I4768
280.4755;-63.8667;I4742
280.5504; -6.2833; 6683
280.6505;-64.9500;I4745
280.6754;+40.4000; 6695
280.6755;-64.0833;I4748
280.7255;-63.2167;I4749
280.7506;-68.3667;I4740
280.7505;-62.9667;I4750
280.8004;-32.3000; 6681
280.8005;+60.6667; 6701
280.8005;-62.1167;I4751
280.8755;-62.1000;I4753
280.9505;-64.0833;I4752
280.9755;-57.1667;I4757
280.9755;-52.8500;I4761
281.0005;-61.9833;I4754
281.1507;-73.2667; 6653
281.2004;-27.8167;I1292
281.2505;-63.6833;I4755
281.2755;-62.2833; 6673
281.3004; -9.4000; 6694
281.3004;+25.5167; 6697
281.4255;-63.0833;I4759
281.4255;-62.9500;I4760
281.4504;-33.3500;I4776
281.4756;+66.7333; 6714
281.4756;-72.6667;I4746
281.4756;-72.6167;I4747
281.5004;+32.2833; 6700
281.6006;-65.7500;I4758
281.7505;+45.7000; 6702
281.7505;-63.4833;I4764
281.8255;+45.5500; 6703
281.8255;-63.3333;I4765
281.8755;-63.2833;I4766
281.9255;-63.4000;I4767
281.9255;-63.1667;I4769
282.0255;-63.3833;I4770
282.0255;-53.1333;I4777
282.0504;-25.9167; 6698
282.0505;-57.9333;I4774
282.0755;-63.2500;I4771
282.1005;-57.1833;I4775
282.2505;-65.1833; 6684
282.2505;+47.6500; 6711
282.2504;+19.3333;I4791
282.4754;+40.2500;I1294
282.5005;-61.7167;I4778
282.5005;-59.2333;I4780
282.6255;-63.0000;I4779
282.6504;+26.8333; 6710
282.6754;+33.9500; 6713
282.7254; -5.2000; 6704
282.7255;-55.4833;I4782
282.7754; -6.2667; 6705
282.8256;-69.9167;I4773
282.8754;+10.3500; 6709
282.8755;-58.8000;I4783
282.9255;-62.7833;I4781
283.0255;-57.3167; 6699
283.1755;-56.7000;I4786
283.2255;-63.4167;I4784
283.2255;-59.2500;I4785
283.2754; -8.7000; 6712
283.3254;+33.0667;I1296
283.4004;+33.0333; 6720
283.6504;-19.8833; 6716
283.6504; -8.8333;I1295
283.6755;-63.4333;I4788
283.7754;-30.4833; 6715
283.7754;-22.7000; 6717
283.7754;-22.7000;I4802
283.8256;+72.7833; 6747
283.8505;-53.8167; 6707
283.9005;-53.7167; 6708
283.9255;-56.4167;I4792
284.0256;-68.6833;I4787
284.0756;-68.5667;I4789
284.1005;+52.3667; 6732
284.1255;-54.2167;I4796
284.1255;-54.3000;I4797
284.1505;-64.9333;I4790
284.2255;-63.1667; 6706
284.2255;-61.3833;I4793
284.2504;+10.3667; 6724
284.2505;+43.0667; 6731
284.2755;-62.0833;I4794
284.3005;-61.6000;I4795
284.5755;-62.1167;I4798
284.6755;-63.1333;I4800
284.7255;-63.9167;I4799
284.8255;+48.4667; 6742
284.9004;-36.6333; 6723
284.9005;-64.6667;I4801
285.0004; -8.9500; 6728
285.1505;-62.0667;I4803
285.1755;+59.1667; 6750
285.2005;-57.7833; 6721
285.2004; -0.4667; 6735
285.2004;+28.7500; 6740
285.2755;-61.8333;I4804
285.2755;-45.3167;I4808
285.2754;-37.0667;I4812
285.3504;+11.6000; 6738
285.3504;+29.2667; 6743
285.3756;-66.1167; 6718
285.3755;-57.5333;I4806
285.4004;+40.7500; 6745
285.4254;-36.8833; 6726
285.4505;-53.9333; 6725
285.4504;-36.9000; 6727
285.4504;-13.1500;I4816
285.4754;-36.9500; 6729
285.5005;-63.0500;I4805
285.5504;-18.5333; 6737
285.5755;-56.9333;I4807
285.6504; -0.4500; 6741
285.7505;-56.1667;I4810
285.7756;-68.5833; 6719
285.9255;-64.9000; 6722
285.9504;+21.6000; 6748
286.0005;-62.1667;I4809
286.2505;-58.7333;I4814
286.2754; +1.7833; 6749
286.2755;+55.7167; 6757
286.4005;+63.9333; 6762
286.4005;+63.9333; 6763
286.4506;-67.1167;I4811
286.4506;-66.5167;I4813
286.4754; -6.0000; 6751
286.5005;-55.1333;I4818
286.5505;-62.2000; 6733
286.5505;-56.1667;I4817
286.6755;-61.6833;I4815
286.7255;+50.3167; 6759
286.7755;-59.4667;I4819
286.8006;-65.4667; 6734
286.8756;-65.4333; 6736
286.9006;-68.9167; 6730
286.9505;-61.3667; 6739
286.9504; +4.2333; 6755
287.0755;+50.9333; 6764
287.1754; +4.6833; 6756
287.3005;-63.4667;I4820
287.3755;-55.0167;I4821
287.4505;-63.8500; 6744
287.4755;+46.2500; 6766
287.6005;-61.9667; 6746
287.7255;-59.9833; 6752
287.7257;+73.4000; 6786
287.7754;+30.5500; 6765
287.8004; +1.0333; 6760
287.8505;-57.0500; 6753
287.8505;-50.6500; 6754
287.9004;+37.7167; 6767
288.0505;-64.0000;I4823
288.0755;-57.2000;I4826
288.1505;-56.5333;I4829
288.3005;-62.0833;I4824
288.3255;-60.8667;I4827
288.4005;-62.0667;I4828
288.4505;-59.3000;I4830
288.4755;-56.3167; 6758
288.5255;-56.6167;I4832
288.6504; -2.7000; 6772
288.6755;-62.2667;I4831
288.7256;-72.4333;I4822
288.7504; +4.8833; 6773
288.8255;-50.6667; 6761
288.8255;-54.6667;I4837
288.8755;-58.2333;I4835
288.9005;-62.3333;I4833
288.9005;-54.6333;I4839
288.9755;-56.2167;I4840
289.0755;+60.4167; 6787
289.0755;-60.2000;I4836
289.1254;-40.1833; 6768
289.1255;-64.0167;I4834
289.1254; -9.0500;I4846
289.1504;-16.2667; 6774
289.1504;+30.1833; 6779
289.1505;+46.0167; 6783
289.1755;+64.0000; 6789
289.2004; -0.9167; 6775
289.2005;-61.6167;I4838
289.3256;-72.7500;I4825
289.3504;-39.6167;I1297
289.6005;-60.5167; 6769
289.6004; -1.6000; 6778
289.6004; +6.5500; 6781
289.6254; -1.6167;I1298
289.6755;-60.5167; 6770
289.6755;-60.5500; 6771
289.7505;-56.0333;I4844
289.8255;-59.3000;I4843
289.8755;-60.6500;I4842
290.1005;-60.3833;I4845
290.1004; -0.1333;I4850
290.1754;+37.8500; 6791
290.2006;-72.2167;I4841
290.2254; -1.1000; 6785
290.2505;+43.1333; 6792
290.3755;+61.1500; 6796
290.6504;+20.7500;I1299
290.7005;-56.7833;I4848
290.7255;-55.7833; 6780
290.8004; +1.5167; 6790
290.8004;+22.1833; 6793
290.8755;-65.5166;I4847
291.0005;-59.9166; 6782
291.0005;+53.6333; 6798
291.0255;+52.6500;I1300
291.3505;-63.8666; 6776
291.3505;-62.9000;I4849
291.3755;-57.6666;I4851
291.5254; +3.5167; 6795
291.6005;-60.3333;I4852
291.6255;+50.1167;I4867
291.6505;-65.6166; 6784
291.6505;+49.7500;I1301
291.7006;-71.5000; 6777
291.7255;-54.9500; 6788
291.8004;+25.1333; 6800
291.8505;-59.3000;I4854
291.8755;-59.3000;I4855
291.8755;-54.9166;I4856
291.9255;+54.3667; 6801
291.9754;-38.8833; 6794
292.0754;-36.2000;I4863
292.1505;-58.7666;I4857
292.1505;-58.7666;I4858
292.2254;-25.6667; 6797
292.3005;-57.5666;I4861
292.6504;+20.2667; 6802
292.7006;-66.3166;I4859
292.7254;+35.7833;I1302
292.7256;-71.0666;I4853
292.7255;-46.7000;I4865
292.8254;+10.0500; 6803
292.8754;+35.8833;I1303
292.8756;-67.3666;I4860
292.9004; +9.2167; 6804
292.9256;-67.3166;I4862
293.0755;-55.9000; 6799
293.3755;-45.9000;I4868
293.6504; +5.6833; 6807
293.6505;-61.1500;I4866
293.7255;-46.1333;I4873
293.8754;+41.0333;I1304
293.9255;-57.5166;I4871
293.9255;-57.5166;I4872
294.0005;-61.0333;I4869
294.1005;-47.2666;I4874
294.2004;-37.5500; 6805
294.3004;-42.3166; 6806
294.3505;+62.3667; 6817
294.4005;-65.8166;I4870
294.4255;-52.0666;I4875
294.4255;-52.8500;I4876
294.4755;-51.9833;I4877
294.5505;+46.5667; 6811
294.7005;-58.2166;I4878
294.8254;+20.2167;I1305
294.9255;-52.3666;I4879
295.0004;-30.9666; 6809
295.0258;-77.5500;I4864
295.1004;+27.3000; 6813
295.1005;-55.8500;I4881
295.1005;-55.2000;I4882
295.1255;-56.4166;I4880
295.2254;+26.8500; 6815
295.3254;+40.1833; 6819
295.4255;+64.0833; 6825
295.4254;+37.6500;I1306
295.5005;-55.5500;I4883
295.6754;-10.3167; 6814
295.6755;-58.1166;I4884
295.7004;+27.5000;I1307
295.7754;+23.2833; 6820
295.7754;+23.3000; 6823
295.7755;-51.8000;I4886
295.9005;-58.6666; 6810
295.9255;+56.1167; 6824
295.9756;-70.6500; 6808
295.9755;-60.6500;I4885
296.0004;-28.5500; 6816
296.0004;-14.1500; 6818
296.1004; -6.8333; 6821
296.2005;+50.5167; 6826
296.2254;-14.8000; 6822
296.2255;-54.4500;I4888
296.2504;-14.8000;I4895
296.2754;-14.7167;I1308
296.3255;-54.3333;I4889
296.3255;-54.3500;I4891
296.3505;-55.3500; 6812
296.4005;-56.5500;I4890
296.7505;-51.8500;I4894
296.7755;+59.9167; 6829
296.9504;-33.3166;I4898
296.9755;+59.9000; 6831
297.0255;+59.4167; 6832
297.0756;-69.5833;I4887
297.2254;+21.2167; 6827
297.2755;-58.9833;I4896
297.3255;-51.8666;I4897
297.3756;-70.2333;I4892
297.4255;+48.9667; 6833
297.5755;-51.3333;I4900
297.6004; +7.9167; 6828
297.6506;-72.5166;I4893
297.7504;+23.0667; 6830
298.0504;+29.4167; 6834
298.3754;+11.6833; 6837
298.4504;+18.7833; 6838
298.6006;-70.6000;I4899
298.6005;-58.7166;I4901
298.6005;-56.3833;I4902
298.6254;-12.5667; 6835
298.6254;+17.9000; 6839
298.6754;-12.6833; 6836
298.7504;+29.2833; 6842
298.8254;+12.1000; 6840
299.0254;+12.1500; 6843
299.0255;-61.2166;I4905
299.0505;-52.4500;I4907
299.1254;+30.3500; 6846
299.1755;-50.0500;I4909
299.2005;-60.4666;I4906
299.2004;-37.3333;I4913
299.2255;-55.7833;I4908
299.2504;+29.3333; 6847
299.4255;-51.9666;I4911
299.4504;-31.8166; 6841
299.4505;-56.8666;I4910
299.5255;-50.1166;I4914
299.5506;-70.4500;I4903
299.5755;-50.2666;I4916
299.6256;-70.1833;I4904
299.6255;-52.6333;I4915
299.7255;-52.2666;I4917
299.8255;+56.1333; 6856
299.8255;-52.2833;I4918
299.8754;-40.3666;I4922
299.9004;+22.7167; 6853
299.9754;-41.5500;I4924
300.0255;-53.3833;I4920
300.0505;-55.3666;I4919
300.0504;-38.5833;I4926
300.1504; +1.7167; 6852
300.1755;+66.2166; 6869
300.2004;-38.5833;I4931
300.2255;-47.0833; 6845
300.2505;-52.6333;I4923
300.3005;-52.8500;I4925
300.3254;-40.2166; 6849
300.4505;-53.9166;I4927
300.4754;+33.5167; 6857
300.5755;-52.8333;I4932
300.6005;-54.3000;I4930
300.7005;-65.2333; 6844
300.7005;-56.0833; 6848
300.7754;+11.2667; 6858
300.7754;-17.2333;I1309
300.8256;-67.8333;I4921
300.8755;-54.8500; 6850
300.8755;-54.9833;I4933
300.9005;-48.2833; 6851
300.9254;+44.0000; 6866
300.9754; +0.4333; 6859
301.1505;-57.6000;I4935
301.2004;+29.2500;I4954
301.2254;+29.1833;I4955
301.2754; -3.5667; 6863
301.3255;-56.2500;I4937
301.4255;-54.3833; 6854
301.4254;-44.7000;I4940
301.4754;+35.7833; 6871
301.4755;-61.4333;I4936
301.5004; -9.0333; 6865
301.5004;-44.0333;I4946
301.5254;-21.9166; 6864
301.5505;-60.2166;I4938
301.6255;-48.3666;I4943
301.6254;-43.6166;I4948
301.6756;-71.6833;I4929
301.7005;-56.4000; 6855
301.7007;-77.3500;I4912
301.7005;-52.6166;I4942
301.7505;-53.6500;I4941
301.7755;-54.4500;I4944
301.8006;-69.4666;I4934
301.8005;-60.7333;I4939
301.8255;-48.3666; 6861
301.8255;-48.3666;I4949
301.8755;-53.1333;I4947
301.9504;+38.2333; 6874
302.0754;+21.1000; 6873
302.1005;-56.1666;I4950
302.1505;-55.4500;I4952
302.2005;-61.1000; 6860
302.2255;-56.4000; 6862
302.3755;-61.8500;I4951
302.4005;-55.7166;I4957
302.4755;-48.3833; 6868
302.5004;+34.9667;I1310
302.5255;-62.8000;I4953
302.5505;-48.2833; 6870
302.5507;-77.3000;I4928
302.5754;+41.2167;I1311
302.6005;-54.7833; 6867
302.6005;+46.4666; 6884
302.6254;+16.9167; 6879
302.7004;+37.4167; 6881
302.7505;-53.1000;I4959
302.8254;+35.8500; 6883
302.8256;-71.0166;I4945
302.8754;-45.6000;I4956
302.8755;-53.1333;I4961
302.9254;+26.5500; 6882
302.9754;-21.6333;I4977
303.0004;+26.4833; 6885
303.0004;+38.3500; 6888
303.0255;-55.2500;I4963
303.0755;-53.6000;I4966
303.1255;-56.8333;I4965
303.1754;+19.9833; 6886
303.2255;-53.9166;I4969
303.3005;-46.1500; 6875
303.4754;-44.5166; 6878
303.5005;-52.7166;I4975
303.6505;-64.7833;I4968
303.6505;-58.3666;I4973
303.6505;-54.4333;I4978
303.6755;-53.4666;I4979
303.8004;+12.7000; 6891
303.8255;-61.8666;I4974
303.8506;-70.5333;I4960
303.8756;-72.7000;I4958
303.8755;-61.8833;I4976
303.8755;-57.9166;I4980
303.9756;-71.0000;I4962
304.0255;-52.0833;I4983
304.0755;-52.7166;I4984
304.1004;+30.5667; 6894
304.1005;+50.2333; 6895
304.1006;-70.5666;I4967
304.1254;+37.6333;I4996
304.2004;+18.0333; 6892
304.2004;+18.0167;I1312
304.2256;-70.7666; 6872
304.2256;-70.7500;I4970
304.2506;-70.6333;I4971
304.3005;-52.7833; 6887
304.3005;-55.0333;I4986
304.3255;-52.2833;I4987
304.3504;+30.6833;I1315
304.3506;-73.8833;I4964
304.4254;+25.1833;I1314
304.4256;-70.9166;I4972
304.5004;+30.6500; 6896
304.5756;-70.8666; 6876
304.5754;-44.8000; 6890
304.6004;-41.0500;I4991
304.6506;-70.8500; 6877
304.6754;-16.9500;I1313
304.7255;-53.9500; 6889
304.8756;-70.8666; 6880
304.8755;-58.5500;I4989
304.9005;+66.7500; 6911
304.9256;-70.8500;I4981
304.9255;-53.4500;I4994
305.0005;-52.6166;I4995
305.0504;+16.7500;I4997
305.1006;-71.0000;I4982
305.1756;-70.9833;I4985
305.2005;-48.2333; 6893
305.2504;-12.2667; 6897
305.3004;-12.3500; 6898
305.3755;-66.9000;I4990
305.4004; -2.5667; 6900
305.4504;+25.7500; 6904
305.4506;-69.3833;I4988
305.5005;-67.0000;I4993
305.5504;+40.2500;I1318
305.5504;-38.3000;I4998
305.5504;-38.3000;I5018
305.5754; +6.4500; 6901
305.6004;+20.1167; 6905
305.6004; +6.5333;I1316
305.6004; +6.4333;I5000
305.7754;+40.7833; 6910
305.8254; +0.6667;I1317
305.8755;+58.3666; 6916
305.8756;-71.5666;I4992
305.9004;-19.3166; 6903
305.9004; +6.4500; 6906
305.9254; +6.4500;I5006
305.9754;+38.5333; 6913
305.9754;-26.0166;I4999
306.1005;-50.4333; 6899
306.1254;-43.6500; 6902
306.1754;+42.4833; 6914
306.2754;-24.8166; 6907
306.3004;-24.8000; 6908
